x.pos,y.pos,area,tidestate,observationhour,GridCode,Year,DayOfMonth,MonthOfYear,impact,count,pres
-2500,2500,1,EBB,12,e4,9,7,7,0,0,0
-2500,1500,1,EBB,12,e5,9,7,7,0,0,0
-2500,500,1,EBB,12,e6,9,7,7,0,0,0
-2500,-500,1,EBB,12,e7,9,7,7,0,1,1
-2500,-1500,1,EBB,12,e8,9,7,7,0,0,0
-2500,-2500,1,EBB,12,e9,9,7,7,0,0,0
-3500,-3500,0.544481928,EBB,12,f10,9,7,7,0,0,0
-3500,3500,0.544481928,EBB,12,f3,9,7,7,0,0,0
-3500,2500,1,EBB,12,f4,9,7,7,0,0,0
-3500,1500,1,EBB,12,f5,9,7,7,0,0,0
-3500,500,1,EBB,12,f6,9,7,7,0,0,0
-3500,-500,1,EBB,12,f7,9,7,7,0,0,0
-3500,-1500,1,EBB,12,f8,9,7,7,0,0,0
-3500,-2500,1,EBB,12,f9,9,7,7,0,0,0
-4500,2500,0.312289157,EBB,12,g4,9,7,7,0,0,0
-4500,1500,0.756857143,EBB,12,g5,9,7,7,0,0,0
-4500,500,0.963855422,EBB,12,g6,9,7,7,0,0,0
-4500,-500,0.963855422,EBB,12,g7,9,7,7,0,0,0
-4500,-1500,0.759036145,EBB,12,g8,9,7,7,0,1,1
-4500,-2500,0.315428571,EBB,12,g9,9,7,7,0,0,0
1500,-4500,0.385253012,EBB,13,a11,9,7,7,0,0,0
500,-3500,1,EBB,13,b10,9,7,7,0,0,0
500,-4500,0.96886747,EBB,13,b11,9,7,7,0,0,0
500,-500,0.162024096,EBB,13,b7,9,7,7,0,0,0
500,-1500,0.493975904,EBB,13,b8,9,7,7,0,0,0
500,-2500,0.828,EBB,13,b9,9,7,7,0,0,0
-500,-3500,1,EBB,13,c10,9,7,7,0,0,0
-500,-4500,0.969253012,EBB,13,c11,9,7,7,0,0,0
-500,500,0.829975904,EBB,13,c6,9,7,7,0,37,1
-500,-500,1,EBB,13,c7,9,7,7,0,2,1
-500,-1500,1,EBB,13,c8,9,7,7,0,0,0
-500,-2500,1,EBB,13,c9,9,7,7,0,0,0
-1500,-3500,1,EBB,13,d10,9,7,7,0,0,0
-1500,-4500,0.762506024,EBB,13,d11,9,7,7,0,0,0
-1500,1500,1,EBB,13,d5,9,7,7,0,1,1
-1500,500,1,EBB,13,d6,9,7,7,0,0,0
-1500,-500,1,EBB,13,d7,9,7,7,0,29,1
-1500,-1500,1,EBB,13,d8,9,7,7,0,1,1
-1500,-2500,1,EBB,13,d9,9,7,7,0,1,1
-2500,-3500,1,EBB,13,e10,9,7,7,0,1,1
-2500,-4500,0.317975904,EBB,13,e11,9,7,7,0,1,1
-2500,2500,1,EBB,13,e4,9,7,7,0,0,0
-2500,1500,1,EBB,13,e5,9,7,7,0,0,0
-2500,500,1,EBB,13,e6,9,7,7,0,0,0
-2500,-500,1,EBB,13,e7,9,7,7,0,0,0
-2500,-1500,1,EBB,13,e8,9,7,7,0,0,0
-2500,-2500,1,EBB,13,e9,9,7,7,0,0,0
-3500,-3500,0.544481928,EBB,13,f10,9,7,7,0,0,0
-3500,3500,0.544481928,EBB,13,f3,9,7,7,0,0,0
-3500,2500,1,EBB,13,f4,9,7,7,0,0,0
-3500,1500,1,EBB,13,f5,9,7,7,0,0,0
-3500,500,1,EBB,13,f6,9,7,7,0,0,0
-3500,-500,1,EBB,13,f7,9,7,7,0,0,0
-3500,-1500,1,EBB,13,f8,9,7,7,0,0,0
-3500,-2500,1,EBB,13,f9,9,7,7,0,0,0
-4500,2500,0.312289157,EBB,13,g4,9,7,7,0,0,0
-4500,1500,0.756857143,EBB,13,g5,9,7,7,0,0,0
-4500,500,0.963855422,EBB,13,g6,9,7,7,0,0,0
-4500,-500,0.963855422,EBB,13,g7,9,7,7,0,0,0
-4500,-1500,0.759036145,EBB,13,g8,9,7,7,0,1,1
-4500,-2500,0.315428571,EBB,13,g9,9,7,7,0,0,0
1500,-4500,0.385253012,EBB,14,a11,9,7,7,0,0,0
500,-3500,1,EBB,14,b10,9,7,7,0,0,0
500,-4500,0.96886747,EBB,14,b11,9,7,7,0,0,0
500,-500,0.162024096,EBB,14,b7,9,7,7,0,0,0
500,-1500,0.493975904,EBB,14,b8,9,7,7,0,0,0
500,-2500,0.828,EBB,14,b9,9,7,7,0,0,0
-500,-3500,1,EBB,14,c10,9,7,7,0,0,0
-500,-4500,0.969253012,EBB,14,c11,9,7,7,0,0,0
-500,500,0.829975904,EBB,14,c6,9,7,7,0,6,1
-500,-500,1,EBB,14,c7,9,7,7,0,5,1
-500,-1500,1,EBB,14,c8,9,7,7,0,0,0
-500,-2500,1,EBB,14,c9,9,7,7,0,0,0
-1500,-3500,1,EBB,14,d10,9,7,7,0,1,1
-1500,-4500,0.762506024,EBB,14,d11,9,7,7,0,0,0
-1500,1500,1,EBB,14,d5,9,7,7,0,0,0
-1500,500,1,EBB,14,d6,9,7,7,0,3,1
-1500,-500,1,EBB,14,d7,9,7,7,0,3,1
-1500,-1500,1,EBB,14,d8,9,7,7,0,0,0
-1500,-2500,1,EBB,14,d9,9,7,7,0,0,0
-2500,-3500,1,EBB,14,e10,9,7,7,0,0,0
-2500,-4500,0.317975904,EBB,14,e11,9,7,7,0,0,0
-2500,2500,1,EBB,14,e4,9,7,7,0,0,0
-2500,1500,1,EBB,14,e5,9,7,7,0,0,0
-2500,500,1,EBB,14,e6,9,7,7,0,0,0
-2500,-500,1,EBB,14,e7,9,7,7,0,1,1
-2500,-1500,1,EBB,14,e8,9,7,7,0,0,0
-2500,-2500,1,EBB,14,e9,9,7,7,0,0,0
-3500,-3500,0.544481928,EBB,14,f10,9,7,7,0,0,0
-3500,3500,0.544481928,EBB,14,f3,9,7,7,0,0,0
-3500,2500,1,EBB,14,f4,9,7,7,0,0,0
-3500,1500,1,EBB,14,f5,9,7,7,0,0,0
-3500,500,1,EBB,14,f6,9,7,7,0,0,0
-3500,-500,1,EBB,14,f7,9,7,7,0,0,0
-3500,-1500,1,EBB,14,f8,9,7,7,0,0,0
-3500,-2500,1,EBB,14,f9,9,7,7,0,0,0
-4500,2500,0.312289157,EBB,14,g4,9,7,7,0,0,0
-4500,1500,0.756857143,EBB,14,g5,9,7,7,0,0,0
-4500,500,0.963855422,EBB,14,g6,9,7,7,0,0,0
-4500,-500,0.963855422,EBB,14,g7,9,7,7,0,0,0
-4500,-1500,0.759036145,EBB,14,g8,9,7,7,0,0,0
-4500,-2500,0.315428571,EBB,14,g9,9,7,7,0,0,0
1500,-4500,0.385253012,EBB,15,a11,9,7,7,0,0,0
500,-3500,1,EBB,15,b10,9,7,7,0,0,0
500,-4500,0.96886747,EBB,15,b11,9,7,7,0,0,0
500,-500,0.162024096,EBB,15,b7,9,7,7,0,0,0
500,-1500,0.493975904,EBB,15,b8,9,7,7,0,0,0
500,-2500,0.828,EBB,15,b9,9,7,7,0,0,0
-500,-3500,1,EBB,15,c10,9,7,7,0,0,0
-500,-4500,0.969253012,EBB,15,c11,9,7,7,0,0,0
-500,500,0.829975904,EBB,15,c6,9,7,7,0,11,1
-500,-500,1,EBB,15,c7,9,7,7,0,7,1
-500,-1500,1,EBB,15,c8,9,7,7,0,0,0
-500,-2500,1,EBB,15,c9,9,7,7,0,0,0
-1500,-3500,1,EBB,15,d10,9,7,7,0,0,0
-1500,-4500,0.762506024,EBB,15,d11,9,7,7,0,0,0
-1500,1500,1,EBB,15,d5,9,7,7,0,0,0
-1500,500,1,EBB,15,d6,9,7,7,0,0,0
-1500,-500,1,EBB,15,d7,9,7,7,0,1,1
-1500,-1500,1,EBB,15,d8,9,7,7,0,1,1
-1500,-2500,1,EBB,15,d9,9,7,7,0,5,1
-2500,-3500,1,EBB,15,e10,9,7,7,0,0,0
-2500,-4500,0.317975904,EBB,15,e11,9,7,7,0,0,0
-2500,2500,1,EBB,15,e4,9,7,7,0,0,0
-2500,1500,1,EBB,15,e5,9,7,7,0,0,0
-2500,500,1,EBB,15,e6,9,7,7,0,0,0
-2500,-500,1,EBB,15,e7,9,7,7,0,0,0
-2500,-1500,1,EBB,15,e8,9,7,7,0,0,0
-2500,-2500,1,EBB,15,e9,9,7,7,0,0,0
-3500,-3500,0.544481928,EBB,15,f10,9,7,7,0,0,0
-3500,3500,0.544481928,EBB,15,f3,9,7,7,0,0,0
-3500,2500,1,EBB,15,f4,9,7,7,0,0,0
-3500,1500,1,EBB,15,f5,9,7,7,0,0,0
-3500,500,1,EBB,15,f6,9,7,7,0,0,0
-3500,-500,1,EBB,15,f7,9,7,7,0,0,0
-3500,-1500,1,EBB,15,f8,9,7,7,0,0,0
-3500,-2500,1,EBB,15,f9,9,7,7,0,1,1
-4500,2500,0.312289157,EBB,15,g4,9,7,7,0,0,0
-4500,1500,0.756857143,EBB,15,g5,9,7,7,0,0,0
-4500,500,0.963855422,EBB,15,g6,9,7,7,0,0,0
-4500,-500,0.963855422,EBB,15,g7,9,7,7,0,0,0
-4500,-1500,0.759036145,EBB,15,g8,9,7,7,0,0,0
-4500,-2500,0.315428571,EBB,15,g9,9,7,7,0,0,0
1500,-4500,0.385253012,SLACK,16,a11,9,7,7,0,0,0
500,-3500,1,SLACK,16,b10,9,7,7,0,0,0
500,-4500,0.96886747,SLACK,16,b11,9,7,7,0,0,0
500,-500,0.162024096,SLACK,16,b7,9,7,7,0,0,0
500,-1500,0.493975904,SLACK,16,b8,9,7,7,0,0,0
500,-2500,0.828,SLACK,16,b9,9,7,7,0,0,0
-500,-3500,1,SLACK,16,c10,9,7,7,0,0,0
-500,-4500,0.969253012,SLACK,16,c11,9,7,7,0,0,0
-500,500,0.829975904,SLACK,16,c6,9,7,7,0,21,1
-500,-500,1,SLACK,16,c7,9,7,7,0,0,0
-500,-1500,1,SLACK,16,c8,9,7,7,0,0,0
-500,-2500,1,SLACK,16,c9,9,7,7,0,0,0
-1500,-3500,1,SLACK,16,d10,9,7,7,0,0,0
-1500,-4500,0.762506024,SLACK,16,d11,9,7,7,0,0,0
-1500,1500,1,SLACK,16,d5,9,7,7,0,1,1
-1500,500,1,SLACK,16,d6,9,7,7,0,0,0
-1500,-500,1,SLACK,16,d7,9,7,7,0,4,1
-1500,-1500,1,SLACK,16,d8,9,7,7,0,1,1
-1500,-2500,1,SLACK,16,d9,9,7,7,0,2,1
-2500,-3500,1,SLACK,16,e10,9,7,7,0,0,0
-2500,-4500,0.317975904,SLACK,16,e11,9,7,7,0,0,0
-2500,2500,1,SLACK,16,e4,9,7,7,0,0,0
-2500,1500,1,SLACK,16,e5,9,7,7,0,0,0
-2500,500,1,SLACK,16,e6,9,7,7,0,1,1
-2500,-500,1,SLACK,16,e7,9,7,7,0,0,0
-2500,-1500,1,SLACK,16,e8,9,7,7,0,0,0
-2500,-2500,1,SLACK,16,e9,9,7,7,0,3,1
-3500,-3500,0.544481928,SLACK,16,f10,9,7,7,0,0,0
-3500,3500,0.544481928,SLACK,16,f3,9,7,7,0,2,1
-3500,2500,1,SLACK,16,f4,9,7,7,0,0,0
-3500,1500,1,SLACK,16,f5,9,7,7,0,0,0
-3500,500,1,SLACK,16,f6,9,7,7,0,0,0
-3500,-500,1,SLACK,16,f7,9,7,7,0,0,0
-3500,-1500,1,SLACK,16,f8,9,7,7,0,0,0
-3500,-2500,1,SLACK,16,f9,9,7,7,0,0,0
-4500,2500,0.312289157,SLACK,16,g4,9,7,7,0,0,0
-4500,1500,0.756857143,SLACK,16,g5,9,7,7,0,0,0
-4500,500,0.963855422,SLACK,16,g6,9,7,7,0,0,0
-4500,-500,0.963855422,SLACK,16,g7,9,7,7,0,0,0
-4500,-1500,0.759036145,SLACK,16,g8,9,7,7,0,0,0
-4500,-2500,0.315428571,SLACK,16,g9,9,7,7,0,0,0
1500,-4500,0.385253012,EBB,16,a11,9,13,7,0,0,0
500,-3500,1,EBB,16,b10,9,13,7,0,0,0
500,-4500,0.96886747,EBB,16,b11,9,13,7,0,0,0
500,-500,0.162024096,EBB,16,b7,9,13,7,0,0,0
500,-1500,0.493975904,EBB,16,b8,9,13,7,0,0,0
500,-2500,0.828,EBB,16,b9,9,13,7,0,1,1
-500,-3500,1,EBB,16,c10,9,13,7,0,0,0
-500,-4500,0.969253012,EBB,16,c11,9,13,7,0,0,0
-500,500,0.829975904,EBB,16,c6,9,13,7,0,1,1
-500,-500,1,EBB,16,c7,9,13,7,0,1,1
-500,-1500,1,EBB,16,c8,9,13,7,0,0,0
-500,-2500,1,EBB,16,c9,9,13,7,0,0,0
-1500,-3500,1,EBB,16,d10,9,13,7,0,0,0
-1500,-4500,0.762506024,EBB,16,d11,9,13,7,0,0,0
-1500,1500,1,EBB,16,d5,9,13,7,0,0,0
-1500,500,1,EBB,16,d6,9,13,7,0,0,0
-1500,-500,1,EBB,16,d7,9,13,7,0,1,1
-1500,-1500,1,EBB,16,d8,9,13,7,0,0,0
-1500,-2500,1,EBB,16,d9,9,13,7,0,0,0
-2500,-3500,1,EBB,16,e10,9,13,7,0,0,0
-2500,-4500,0.317975904,EBB,16,e11,9,13,7,0,0,0
-2500,2500,1,EBB,16,e4,9,13,7,0,0,0
-2500,1500,1,EBB,16,e5,9,13,7,0,0,0
-2500,500,1,EBB,16,e6,9,13,7,0,0,0
-2500,-500,1,EBB,16,e7,9,13,7,0,0,0
-2500,-1500,1,EBB,16,e8,9,13,7,0,0,0
-2500,-2500,1,EBB,16,e9,9,13,7,0,0,0
-3500,-3500,0.544481928,EBB,16,f10,9,13,7,0,0,0
-3500,3500,0.544481928,EBB,16,f3,9,13,7,0,0,0
-3500,2500,1,EBB,16,f4,9,13,7,0,0,0
-3500,1500,1,EBB,16,f5,9,13,7,0,0,0
-3500,500,1,EBB,16,f6,9,13,7,0,0,0
-3500,-500,1,EBB,16,f7,9,13,7,0,0,0
-3500,-1500,1,EBB,16,f8,9,13,7,0,0,0
-3500,-2500,1,EBB,16,f9,9,13,7,0,0,0
-4500,2500,0.312289157,EBB,16,g4,9,13,7,0,0,0
-4500,1500,0.756857143,EBB,16,g5,9,13,7,0,0,0
-4500,500,0.963855422,EBB,16,g6,9,13,7,0,0,0
-4500,-500,0.963855422,EBB,16,g7,9,13,7,0,4,1
-4500,-1500,0.759036145,EBB,16,g8,9,13,7,0,3,1
-4500,-2500,0.315428571,EBB,16,g9,9,13,7,0,0,0
1500,-4500,0.385253012,EBB,17,a11,9,13,7,0,0,0
500,-3500,1,EBB,17,b10,9,13,7,0,0,0
500,-4500,0.96886747,EBB,17,b11,9,13,7,0,0,0
500,-500,0.162024096,EBB,17,b7,9,13,7,0,0,0
500,-1500,0.493975904,EBB,17,b8,9,13,7,0,0,0
500,-2500,0.828,EBB,17,b9,9,13,7,0,0,0
-500,-3500,1,EBB,17,c10,9,13,7,0,0,0
-500,-4500,0.969253012,EBB,17,c11,9,13,7,0,0,0
-500,500,0.829975904,EBB,17,c6,9,13,7,0,0,0
-500,-500,1,EBB,17,c7,9,13,7,0,0,0
-500,-1500,1,EBB,17,c8,9,13,7,0,0,0
-500,-2500,1,EBB,17,c9,9,13,7,0,0,0
-1500,-3500,1,EBB,17,d10,9,13,7,0,0,0
-1500,-4500,0.762506024,EBB,17,d11,9,13,7,0,0,0
-1500,1500,1,EBB,17,d5,9,13,7,0,0,0
-1500,500,1,EBB,17,d6,9,13,7,0,0,0
-1500,-500,1,EBB,17,d7,9,13,7,0,5,1
-1500,-1500,1,EBB,17,d8,9,13,7,0,0,0
-1500,-2500,1,EBB,17,d9,9,13,7,0,0,0
-2500,-3500,1,EBB,17,e10,9,13,7,0,0,0
-2500,-4500,0.317975904,EBB,17,e11,9,13,7,0,0,0
-2500,2500,1,EBB,17,e4,9,13,7,0,0,0
-2500,1500,1,EBB,17,e5,9,13,7,0,0,0
-2500,500,1,EBB,17,e6,9,13,7,0,0,0
-2500,-500,1,EBB,17,e7,9,13,7,0,0,0
-2500,-1500,1,EBB,17,e8,9,13,7,0,0,0
-2500,-2500,1,EBB,17,e9,9,13,7,0,0,0
-3500,-3500,0.544481928,EBB,17,f10,9,13,7,0,0,0
-3500,3500,0.544481928,EBB,17,f3,9,13,7,0,0,0
-3500,2500,1,EBB,17,f4,9,13,7,0,0,0
-3500,1500,1,EBB,17,f5,9,13,7,0,0,0
-3500,500,1,EBB,17,f6,9,13,7,0,0,0
-3500,-500,1,EBB,17,f7,9,13,7,0,0,0
-3500,-1500,1,EBB,17,f8,9,13,7,0,0,0
-3500,-2500,1,EBB,17,f9,9,13,7,0,0,0
-4500,2500,0.312289157,EBB,17,g4,9,13,7,0,0,0
-4500,1500,0.756857143,EBB,17,g5,9,13,7,0,0,0
-4500,500,0.963855422,EBB,17,g6,9,13,7,0,0,0
-4500,-500,0.963855422,EBB,17,g7,9,13,7,0,0,0
-4500,-1500,0.759036145,EBB,17,g8,9,13,7,0,0,0
-4500,-2500,0.315428571,EBB,17,g9,9,13,7,0,0,0
1500,-4500,0.385253012,EBB,18,a11,9,13,7,0,0,0
500,-3500,1,EBB,18,b10,9,13,7,0,0,0
500,-4500,0.96886747,EBB,18,b11,9,13,7,0,0,0
500,-500,0.162024096,EBB,18,b7,9,13,7,0,0,0
500,-1500,0.493975904,EBB,18,b8,9,13,7,0,0,0
500,-2500,0.828,EBB,18,b9,9,13,7,0,0,0
-500,-3500,1,EBB,18,c10,9,13,7,0,0,0
-500,-4500,0.969253012,EBB,18,c11,9,13,7,0,0,0
-500,500,0.829975904,EBB,18,c6,9,13,7,0,0,0
-500,-500,1,EBB,18,c7,9,13,7,0,5,1
-500,-1500,1,EBB,18,c8,9,13,7,0,0,0
-500,-2500,1,EBB,18,c9,9,13,7,0,0,0
-1500,-3500,1,EBB,18,d10,9,13,7,0,0,0
-1500,-4500,0.762506024,EBB,18,d11,9,13,7,0,0,0
-1500,1500,1,EBB,18,d5,9,13,7,0,0,0
-1500,500,1,EBB,18,d6,9,13,7,0,0,0
-1500,-500,1,EBB,18,d7,9,13,7,0,3,1
-1500,-1500,1,EBB,18,d8,9,13,7,0,0,0
-1500,-2500,1,EBB,18,d9,9,13,7,0,0,0
-2500,-3500,1,EBB,18,e10,9,13,7,0,0,0
-2500,-4500,0.317975904,EBB,18,e11,9,13,7,0,0,0
-2500,2500,1,EBB,18,e4,9,13,7,0,0,0
-2500,1500,1,EBB,18,e5,9,13,7,0,0,0
-2500,500,1,EBB,18,e6,9,13,7,0,0,0
-2500,-500,1,EBB,18,e7,9,13,7,0,0,0
-2500,-1500,1,EBB,18,e8,9,13,7,0,0,0
-2500,-2500,1,EBB,18,e9,9,13,7,0,0,0
-3500,-3500,0.544481928,EBB,18,f10,9,13,7,0,0,0
-3500,3500,0.544481928,EBB,18,f3,9,13,7,0,0,0
-3500,2500,1,EBB,18,f4,9,13,7,0,0,0
-3500,1500,1,EBB,18,f5,9,13,7,0,0,0
-3500,500,1,EBB,18,f6,9,13,7,0,0,0
-3500,-500,1,EBB,18,f7,9,13,7,0,0,0
-3500,-1500,1,EBB,18,f8,9,13,7,0,0,0
-3500,-2500,1,EBB,18,f9,9,13,7,0,0,0
-4500,2500,0.312289157,EBB,18,g4,9,13,7,0,0,0
-4500,1500,0.756857143,EBB,18,g5,9,13,7,0,0,0
-4500,500,0.963855422,EBB,18,g6,9,13,7,0,0,0
-4500,-500,0.963855422,EBB,18,g7,9,13,7,0,0,0
-4500,-1500,0.759036145,EBB,18,g8,9,13,7,0,0,0
-4500,-2500,0.315428571,EBB,18,g9,9,13,7,0,0,0
1500,-4500,0.385253012,SLACK,19,a11,9,13,7,0,0,0
500,-3500,1,SLACK,19,b10,9,13,7,0,0,0
500,-4500,0.96886747,SLACK,19,b11,9,13,7,0,0,0
500,-500,0.162024096,SLACK,19,b7,9,13,7,0,0,0
500,-1500,0.493975904,SLACK,19,b8,9,13,7,0,0,0
500,-2500,0.828,SLACK,19,b9,9,13,7,0,5,1
-500,-3500,1,SLACK,19,c10,9,13,7,0,0,0
-500,-4500,0.969253012,SLACK,19,c11,9,13,7,0,0,0
-500,500,0.829975904,SLACK,19,c6,9,13,7,0,0,0
-500,-500,1,SLACK,19,c7,9,13,7,0,0,0
-500,-1500,1,SLACK,19,c8,9,13,7,0,7,1
-500,-2500,1,SLACK,19,c9,9,13,7,0,0,0
-1500,-3500,1,SLACK,19,d10,9,13,7,0,0,0
-1500,-4500,0.762506024,SLACK,19,d11,9,13,7,0,0,0
-1500,1500,1,SLACK,19,d5,9,13,7,0,0,0
-1500,500,1,SLACK,19,d6,9,13,7,0,0,0
-1500,-500,1,SLACK,19,d7,9,13,7,0,1,1
-1500,-1500,1,SLACK,19,d8,9,13,7,0,0,0
-1500,-2500,1,SLACK,19,d9,9,13,7,0,0,0
-2500,-3500,1,SLACK,19,e10,9,13,7,0,0,0
-2500,-4500,0.317975904,SLACK,19,e11,9,13,7,0,0,0
-2500,2500,1,SLACK,19,e4,9,13,7,0,0,0
-2500,1500,1,SLACK,19,e5,9,13,7,0,0,0
-2500,500,1,SLACK,19,e6,9,13,7,0,0,0
-2500,-500,1,SLACK,19,e7,9,13,7,0,0,0
-2500,-1500,1,SLACK,19,e8,9,13,7,0,0,0
-2500,-2500,1,SLACK,19,e9,9,13,7,0,0,0
-3500,-3500,0.544481928,SLACK,19,f10,9,13,7,0,0,0
-3500,3500,0.544481928,SLACK,19,f3,9,13,7,0,0,0
-3500,2500,1,SLACK,19,f4,9,13,7,0,0,0
-3500,1500,1,SLACK,19,f5,9,13,7,0,0,0
-3500,500,1,SLACK,19,f6,9,13,7,0,0,0
-3500,-500,1,SLACK,19,f7,9,13,7,0,0,0
-3500,-1500,1,SLACK,19,f8,9,13,7,0,0,0
-3500,-2500,1,SLACK,19,f9,9,13,7,0,0,0
-4500,2500,0.312289157,SLACK,19,g4,9,13,7,0,0,0
-4500,1500,0.756857143,SLACK,19,g5,9,13,7,0,0,0
-4500,500,0.963855422,SLACK,19,g6,9,13,7,0,0,0
-4500,-500,0.963855422,SLACK,19,g7,9,13,7,0,0,0
-4500,-1500,0.759036145,SLACK,19,g8,9,13,7,0,0,0
-4500,-2500,0.315428571,SLACK,19,g9,9,13,7,0,0,0
1500,-4500,0.385253012,SLACK,20,a11,9,13,7,0,0,0
500,-3500,1,SLACK,20,b10,9,13,7,0,0,0
500,-4500,0.96886747,SLACK,20,b11,9,13,7,0,0,0
500,-500,0.162024096,SLACK,20,b7,9,13,7,0,0,0
500,-1500,0.493975904,SLACK,20,b8,9,13,7,0,0,0
500,-2500,0.828,SLACK,20,b9,9,13,7,0,0,0
-500,-3500,1,SLACK,20,c10,9,13,7,0,0,0
-500,-4500,0.969253012,SLACK,20,c11,9,13,7,0,5,1
-500,500,0.829975904,SLACK,20,c6,9,13,7,0,0,0
-500,-500,1,SLACK,20,c7,9,13,7,0,3,1
-500,-1500,1,SLACK,20,c8,9,13,7,0,1,1
-500,-2500,1,SLACK,20,c9,9,13,7,0,0,0
-1500,-3500,1,SLACK,20,d10,9,13,7,0,0,0
-1500,-4500,0.762506024,SLACK,20,d11,9,13,7,0,0,0
-1500,1500,1,SLACK,20,d5,9,13,7,0,0,0
-1500,500,1,SLACK,20,d6,9,13,7,0,0,0
-1500,-500,1,SLACK,20,d7,9,13,7,0,5,1
-1500,-1500,1,SLACK,20,d8,9,13,7,0,0,0
-1500,-2500,1,SLACK,20,d9,9,13,7,0,0,0
-2500,-3500,1,SLACK,20,e10,9,13,7,0,0,0
-2500,-4500,0.317975904,SLACK,20,e11,9,13,7,0,0,0
-2500,2500,1,SLACK,20,e4,9,13,7,0,0,0
-2500,1500,1,SLACK,20,e5,9,13,7,0,1,1
-2500,500,1,SLACK,20,e6,9,13,7,0,0,0
-2500,-500,1,SLACK,20,e7,9,13,7,0,0,0
-2500,-1500,1,SLACK,20,e8,9,13,7,0,0,0
-2500,-2500,1,SLACK,20,e9,9,13,7,0,0,0
-3500,-3500,0.544481928,SLACK,20,f10,9,13,7,0,0,0
-3500,3500,0.544481928,SLACK,20,f3,9,13,7,0,0,0
-3500,2500,1,SLACK,20,f4,9,13,7,0,0,0
-3500,1500,1,SLACK,20,f5,9,13,7,0,0,0
-3500,500,1,SLACK,20,f6,9,13,7,0,0,0
-3500,-500,1,SLACK,20,f7,9,13,7,0,0,0
-3500,-1500,1,SLACK,20,f8,9,13,7,0,0,0
-3500,-2500,1,SLACK,20,f9,9,13,7,0,0,0
-4500,2500,0.312289157,SLACK,20,g4,9,13,7,0,0,0
-4500,1500,0.756857143,SLACK,20,g5,9,13,7,0,0,0
-4500,500,0.963855422,SLACK,20,g6,9,13,7,0,0,0
-4500,-500,0.963855422,SLACK,20,g7,9,13,7,0,0,0
-4500,-1500,0.759036145,SLACK,20,g8,9,13,7,0,0,0
-4500,-2500,0.315428571,SLACK,20,g9,9,13,7,0,0,0
1500,-4500,0.385253012,FLOOD,12,a11,9,16,7,0,0,0
500,-3500,1,FLOOD,12,b10,9,16,7,0,0,0
500,-4500,0.96886747,FLOOD,12,b11,9,16,7,0,0,0
500,-500,0.162024096,FLOOD,12,b7,9,16,7,0,0,0
500,-1500,0.493975904,FLOOD,12,b8,9,16,7,0,0,0
500,-2500,0.828,FLOOD,12,b9,9,16,7,0,0,0
-500,-3500,1,FLOOD,12,c10,9,16,7,0,0,0
-500,-4500,0.969253012,FLOOD,12,c11,9,16,7,0,0,0
-500,500,0.829975904,FLOOD,12,c6,9,16,7,0,0,0
-500,-500,1,FLOOD,12,c7,9,16,7,0,4,1
-500,-1500,1,FLOOD,12,c8,9,16,7,0,2,1
-500,-2500,1,FLOOD,12,c9,9,16,7,0,0,0
-1500,-3500,1,FLOOD,12,d10,9,16,7,0,0,0
-1500,-4500,0.762506024,FLOOD,12,d11,9,16,7,0,0,0
-1500,1500,1,FLOOD,12,d5,9,16,7,0,0,0
-1500,500,1,FLOOD,12,d6,9,16,7,0,0,0
-1500,-500,1,FLOOD,12,d7,9,16,7,0,3,1
-1500,-1500,1,FLOOD,12,d8,9,16,7,0,2,1
-1500,-2500,1,FLOOD,12,d9,9,16,7,0,0,0
-2500,-3500,1,FLOOD,12,e10,9,16,7,0,0,0
-2500,-4500,0.317975904,FLOOD,12,e11,9,16,7,0,0,0
-2500,2500,1,FLOOD,12,e4,9,16,7,0,0,0
-2500,1500,1,FLOOD,12,e5,9,16,7,0,0,0
-2500,500,1,FLOOD,12,e6,9,16,7,0,0,0
-2500,-500,1,FLOOD,12,e7,9,16,7,0,0,0
-2500,-1500,1,FLOOD,12,e8,9,16,7,0,0,0
-2500,-2500,1,FLOOD,12,e9,9,16,7,0,0,0
-3500,-3500,0.544481928,FLOOD,12,f10,9,16,7,0,0,0
-3500,3500,0.544481928,FLOOD,12,f3,9,16,7,0,0,0
-3500,2500,1,FLOOD,12,f4,9,16,7,0,0,0
-3500,1500,1,FLOOD,12,f5,9,16,7,0,0,0
-3500,500,1,FLOOD,12,f6,9,16,7,0,0,0
-3500,-500,1,FLOOD,12,f7,9,16,7,0,0,0
-3500,-1500,1,FLOOD,12,f8,9,16,7,0,0,0
-3500,-2500,1,FLOOD,12,f9,9,16,7,0,0,0
-4500,2500,0.312289157,FLOOD,12,g4,9,16,7,0,0,0
-4500,1500,0.756857143,FLOOD,12,g5,9,16,7,0,0,0
-4500,500,0.963855422,FLOOD,12,g6,9,16,7,0,0,0
-4500,-500,0.963855422,FLOOD,12,g7,9,16,7,0,0,0
-4500,-1500,0.759036145,FLOOD,12,g8,9,16,7,0,3,1
-4500,-2500,0.315428571,FLOOD,12,g9,9,16,7,0,0,0
1500,-4500,0.385253012,FLOOD,13,a11,9,16,7,0,0,0
500,-3500,1,FLOOD,13,b10,9,16,7,0,0,0
500,-4500,0.96886747,FLOOD,13,b11,9,16,7,0,0,0
500,-500,0.162024096,FLOOD,13,b7,9,16,7,0,0,0
